ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Examples_Count,Examples_Count_Log
macu1259,Macushi,,4.31861,-60.2209,macu1259,,13,2.5649493574615367
vaii1241,Vai,,7.05085,-11.3262,vaii1241,,2,0.6931471805599453
pamp1243,Pampanga,,14.9603,120.502,pamp1243,,3,1.0986122886681098
akan1250,Akan,,6.34756,-1.33254,akan1250,,276,5.62040086571715
slov1269,Slovak,,48.545705,18.78479,slov1269,,22,3.091042453358316
boro1282,Bororo,,-16.6029,-55.2004,boro1282,,3,1.0986122886681098
kara1464,Karaim,,54.5534,25.1054,kara1464,,1,0.0
east2440,East Makian,,0.07337,127.423,east2440,,17,2.833213344056216
izii1239,Izi,,6.33,8.0,izii1239,,1,0.0
alut1245,Alutor,,60.3844,165.653,alut1245,,10,2.302585092994046
maka1318,Makah,,48.3258,-124.616,maka1318,,2,0.6931471805599453
niue1239,Niuean,,-19.06,-169.86,niue1239,,8,2.0794415416798357
sapu1248,Sapuan,,15.3692,106.843,sapu1248,,3,1.0986122886681098
nort2745,Northern Yukaghir,,70.498,157.853,nort2745,,6,1.791759469228055
bwek1238,Bwe Karen,,18.9796,96.9936,bwek1238,,4,1.3862943611198906
moru1253,Moru,,5.1232,30.3287,moru1253,,2,0.6931471805599453
coos1249,Hanis,,43.4413,-124.16,coos1249,,3,1.0986122886681098
kaba1278,Kabardian,,43.5082,43.3918,kaba1278,,2,0.6931471805599453
wole1240,Woleaian,,7.37957,143.916,wole1240,,1,0.0
cher1273,Cherokee,,35.4664,-83.163,cher1273,,6,1.791759469228055
tuni1252,Tunica,,30.9888,-92.5403,tuni1252,,7,1.9459101490553132
cent2194,Central Moroccan Berber,,32.7415,-2.40872,cent2194,,5,1.6094379124341003
avar1256,Avar,,41.7047,46.558,avar1256,,27,3.295836866004329
anta1253,Antakarinya,,-27.1152,134.838,anta1253,,11,2.3978952727983707
selk1253,Selkup,,59.9409,82.3004,selk1253,,29,3.367295829986474
huaa1248,East Taa,,-24.20022,20.79583,huaa1248,,1,0.0
tuca1252,Tucano,,0.579755,-69.5763,tuca1252,,3,1.0986122886681098
luva1239,Luvale,,-13.5382,22.2924,luva1239,,11,2.3978952727983707
wand1263,Wandarang,,-14.2996,135.705,wand1263,,2,0.6931471805599453
doya1240,Doyayo,,8.68604,13.0768,doya1240,,6,1.791759469228055
sout2982,Southeastern Pomo,,38.9354,-122.599,sout2982,,6,1.791759469228055
noct1238,Nocte Naga,,27.152,95.3903,noct1238,,6,1.791759469228055
jaqa1244,Jaqaru,,-12.741939,-75.809231,jaqa1244,,1,0.0
koro1312,Korowai,,-5.26952,140.047,koro1312,,47,3.8501476017100584
chec1245,Chechen,,43.5,45.5,chec1245,,8,2.0794415416798357
temi1246,Temiar,,4.974,101.438,temi1246,,1,0.0
rutu1240,Rutul,,41.6187,47.3244,rutu1240,,2,0.6931471805599453
fore1270,Fore,,-6.64473,145.5065,fore1270,,7,1.9459101490553132
anei1239,Aneityum,,-20.1864,169.825,anei1239,,1,0.0
bata1293,Batak Karo,,2.12787,98.2517,bata1293,,17,2.833213344056216
yoru1245,Yoruba,,7.15345,3.67225,yoru1245,,62,4.127134385045092
lada1244,Leh Ladakhi,,33.468,80.6013,lada1244,,8,2.0794415416798357
copa1236,Central-South Chiapas Zoque,,17.2157,-93.3183,copa1236,,6,1.791759469228055
hopi1249,Hopi,,35.7653,-110.535,hopi1249,,9,2.1972245773362196
sout2985,Southern Sierra Miwok,,38.2363,-120.507,sout2985,,1,0.0
chuv1255,Chuvash,,55.48701,47.16298,chuv1255,,11,2.3978952727983707
suen1241,Suena,,-7.76339,147.534,suen1241,,26,3.258096538021482
yank1247,Yankunytjatjara,,-26.4064,133.577,yank1247,,2,0.6931471805599453
mana1295,Manam,,-4.07921,145.033,mana1295,,8,2.0794415416798357
cahu1264,Cahuilla,,33.5324,-116.691,cahu1264,,10,2.302585092994046
madi1260,Ma'di,,3.62499,31.8471,madi1260,,3,1.0986122886681098
lith1251,Lithuanian,,55.1429,23.9601,lith1251,,75,4.31748811353631
moro1292,Moroccan Arabic,,32.5,-7.5,moro1292,,11,2.3978952727983707
noga1249,Nogai,,44.89776,43.1656,noga1249,,2,0.6931471805599453
koon1244,South-Central Koongo,,-5.57722,14.4771,koon1244,,6,1.791759469228055
osse1245,Ossetic,,,,osse1245,,3,1.0986122886681098
hata1243,Hatam,,-1.13531,134.037,hata1243,,4,1.3862943611198906
cari1279,Carijona,,1.21894,-72.0664,cari1279,,1,0.0
hamt1247,Hamtai,,-7.54975,146.227,hamt1247,,4,1.3862943611198906
nort2641,Northern Kurdish,,37.0,43.0,nort2641,,22,3.091042453358316
motl1237,Mwotlap,,-13.655015,167.706277,motl1237,,6,1.791759469228055
stan1318,Standard Arabic,,27.9625,43.8525,stan1318,,5,1.6094379124341003
fyam1238,Fyam,,9.59006,9.22293,fyam1238,,3,1.0986122886681098
pulu1242,Puluwatese,,7.35695,149.2005,pulu1242,,2,0.6931471805599453
icel1247,Icelandic,,63.4837,-19.0212,icel1247,,350,5.857933154483459
belh1239,Belhariya,,26.9972,87.2783,belh1239,,9,2.1972245773362196
atat1238,Atatláhuca Mixtec,,17.07133,-97.67753,atat1238,,2,0.6931471805599453
maas1239,Maasina Fulfulde,,11.1324,-3.64763,maas1239,,4,1.3862943611198906
kaza1248,Kazakh,,51.17,71.454,kaza1248,,28,3.332204510175204
paez1247,Páez,,2.61516,-76.31254,paez1247,,3,1.0986122886681098
urub1250,Urubú-Kaapor,,-2.46455,-46.2204,urub1250,,60,4.0943445622221
paiw1248,Paiwan,,22.3271,120.806,paiw1248,,18,2.8903717578961645
mana1298,Manambu,,-4.19082,142.862,mana1298,,4,1.3862943611198906
anin1240,Anindilyakwa,,-13.99904,136.6415,anin1240,,2,0.6931471805599453
shat1244,Shatt,,10.8525,29.7687,shat1244,,1,0.0
komi1269,Komi-Permyak,,59.6602,54.7959,komi1269,,2,0.6931471805599453
woun1238,Woun Meu,,8.5,-78.0,woun1238,,1,0.0
koyr1241,Koyra Chiini,,,,koyr1241,,27,3.295836866004329
barb1263,Barbareño,,34.462,-119.699,barb1263,,2,0.6931471805599453
tobe1252,Tobelo,,1.0946,128.154,tobe1252,,19,2.9444389791664403
erzy1239,Erzya,,52.8548,45.3901,erzy1239,,93,4.532599493153256
murr1258,Murriny Patha,,-14.74852,129.70152,murr1258,,2,0.6931471805599453
miny1240,Mising,,,,miny1240,,1,0.0
kair1263,Kairiru,,-3.34608,143.558,kair1263,,3,1.0986122886681098
bats1242,Bats,,42.1806,45.344,bats1242,,20,2.995732273553991
pash1269,Pashto,,,,pash1269,,11,2.3978952727983707
mala1464,Malayalam,,9.59208,76.7651,mala1464,,40,3.6888794541139363
jebe1250,Jebero,,-5.40317,-76.4103,jebe1250,,1,0.0
tata1255,Tatar,,55.79592,49.11577,tata1255,,26,3.258096538021482
karo1305,Karo (Brazil),,-10.3342,-61.5691,karo1305,,1,0.0
nucl1622,Marind,,-8.15651,140.009,nucl1622,,11,2.3978952727983707
jama1262,Jamaican Creole English,,18.13,-77.2612,jama1262,,271,5.602118820879701
samo1305,Samoan,,-13.92,-171.83,samo1305,,19,2.9444389791664403
bagv1239,Bagvalal,,42.3966,46.1041,bagv1239,,8,2.0794415416798357
sila1247,Sila,,21.6888,102.134,sila1247,,1,0.0
kisi1243,Kisi,,-9.93,34.4825,kisi1243,,5,1.6094379124341003
gulf1241,Gulf Arabic,,30.17,47.5,gulf1241,,3,1.0986122886681098
achu1248,Achuar-Shiwiar,,-2.82646,-77.2641,achu1248,,2,0.6931471805599453
tetu1246,Tetun Dili,,-8.58405,125.583,tetu1246,,3,1.0986122886681098
maon1238,Mao Naga,,25.3836,94.0035,maon1238,,1,0.0
bila1256,Bilala,,,,bila1256,,1,0.0
maur1242,Mauritian Creole,,,,maur1242,,227,5.424950017481403
koyu1237,Koyukon,,65.6093,-154.229,koyu1237,,1,0.0
bash1264,Bashkir,,53.59671,56.55937,bash1264,,8,2.0794415416798357
inga1252,Colombian Inga,,1.00313,-76.8606,inga1252,,2,0.6931471805599453
misk1235,Mískito,,15.1576,-84.2942,misk1235,,4,1.3862943611198906
pohn1238,Pohnpeian,,6.87212,158.223,pohn1238,,2,0.6931471805599453
mace1250,Macedonian,,41.5957,21.7932,mace1250,,55,4.007333185232471
bata1298,Batad Ifugao,,16.8266,121.23,bata1298,,3,1.0986122886681098
loko1255,Loko,,9.11838,-12.1583,loko1255,,1,0.0
dann1241,Dan,,7.22812,-8.24535,dann1241,,57,4.04305126783455
bari1284,Bari,,4.19522,31.0723,bari1284,,8,2.0794415416798357
kulu1253,Kulung (Nepal),,27.1606,87.5717,kulu1253,,2,0.6931471805599453
east2534,Eastern Canadian Inuktitut,,62.1735,-75.6139,east2534,,13,2.5649493574615367
nyim1244,Nyimang,,,,nyim1244,,1,0.0
khan1273,Kazym-Berezover-Suryskarer Khanty,,62.4308,66.1218,khan1273,,12,2.4849066497880004
tond1251,Tondano,,1.28024,124.964,tond1251,,1,0.0
buru1320,Burunge,,-5.21369,35.963,buru1320,,2,0.6931471805599453
coeu1236,Coeur d'Alene,,47.2958,-116.715,coeu1236,,2,0.6931471805599453
ukra1253,Ukrainian,,49.796,29.945,ukra1253,,30,3.4011973816621555
sina1266,Sinaugoro,,-9.79791,147.861,sina1266,,2,0.6931471805599453
bela1254,Belarusian,,53.2307,25.6038,bela1254,,17,2.833213344056216
wask1241,Waskia,,-4.57978,145.979,wask1241,,9,2.1972245773362196
fris1239,Frisian,,,,fris1239,,19,2.9444389791664403
desa1247,Desano,,0.58157,-69.4955,desa1247,,1,0.0
wint1259,Wintu,,39.7176,-122.445,wint1259,,4,1.3862943611198906
anga1287,Angami-Chokri,,,,anga1287,,1,0.0
oloo1241,Olo,,-3.2929,142.131,oloo1241,,1,0.0
kara1465,Karachay-Balkar,,43.565,42.2606,kara1465,,6,1.791759469228055
sius1254,Siuslaw,,42.5111,-124.379,sius1254,,1,0.0
band1352,Bandi,,7.73729,-10.1684,band1352,,1,0.0
mono1275,Mono (USA),,37.1935,-119.347,mono1275,,3,1.0986122886681098
siks1238,Siksika,,49.0669,-113.109,siks1238,,13,2.5649493574615367
bava1246,Bavarian,,47.9232,13.246,bava1246,,23,3.1354942159291497
lill1248,Lillooet,,50.7272,-122.04,lill1248,,4,1.3862943611198906
futu1245,Futuna-Aniwa,,-19.5303,170.215,futu1245,,2,0.6931471805599453
kuan1248,Kuanua,,-4.30986,152.114,kuan1248,,4,1.3862943611198906
soma1255,Somali,,4.778704,45.152856,soma1255,,56,4.02535169073515
nand1266,Nandi,,0.793737,35.408478,nand1266,,14,2.6390573296152584
afri1274,Afrikaans,,-22.0,30.0,afri1274,,297,5.6937321388027
bond1245,Bondo,,19.1512,83.8141,bond1245,,2,0.6931471805599453
anua1242,Anuak,,7.57714,34.0267,anua1242,,1,0.0
kuma1276,Nêlêmwa-Nixumwak,,-20.4035,164.193,kuma1276,,7,1.9459101490553132
dido1241,Tsez,,42.2646,45.8096,dido1241,,39,3.6635616461296463
gura1252,Guragone,,-12.66855,134.09501,gura1252,,2,0.6931471805599453
lega1253,Lega,,,,lega1253,,2,0.6931471805599453
fasu1242,Fasu,,-6.62687,143.284,fasu1242,,1,0.0
toab1237,To'abaita,,-8.39233,160.619,toab1237,,3,1.0986122886681098
sran1240,Sranan Tongo,,5.83,-55.33,sran1240,,621,6.431331081933479
sara1340,Saramaccan,,4.54729,-54.0238,sara1340,,167,5.117993812416755
ndyu1242,Aukan,,4.3126,-54.6419,ndyu1242,,203,5.313205979041787
creo1235,Guyanese Creole English,,9.0,-62.0,creo1235,,220,5.393627546352362
sana1297,San Andres Creole English,,12.55352,-81.70425,sana1297,,283,5.645446897643238
nica1252,Nicaragua Creole English,,12.4402,-83.7386,nica1252,,358,5.8805329864007
baha1260,Bahamas Creole English,,25.032149,-77.390587,baha1260,,292,5.676753802268282
gull1243,Gullah,,,,gull1243,,222,5.402677381872279
krio1253,Krio,,10.8811,-14.3204,krio1253,,168,5.123963979403259
ghan1244,Ghanaian Pidgin English,,5.793241,-0.283641,ghan1244,,180,5.19295685089021
nige1257,Nigerian Pidgin,,9.65873,4.21068,nige1257,,216,5.375278407684165
fern1234,Pichi,,3.74,8.78,fern1234,,1671,7.421177528595393
chin1253,Chinese Pidgin English,,-0.53224,166.926,chin1253,,172,5.147494476813453
sing1272,Singlish,,,,sing1272,,168,5.123963979403259
bisl1239,Bislama,,-15.4,166.89,bisl1239,,190,5.247024072160486
pitc1234,Pitcairn-Norfolk,,-24.379858,-128.324075,pitc1234,,211,5.351858133476067
krio1252,Kriol,,-18.135,137.669,krio1252,,349,5.855071922202427
nege1244,Virgin Islands Dutch Creole,,18.3416,-64.8922,nege1244,,151,5.017279836814924
ango1258,Angolar,,0.11438,6.59486,ango1258,,170,5.135798437050262
prin1242,Principense,,1.614,7.392,prin1242,,212,5.356586274672012
fada1250,Annobonese,,-1.43033,5.61879,fada1250,,214,5.365976015021851
korl1238,Korlai Portuguese,,19.0348,73.0099,korl1238,,159,5.0689042022202315
papi1253,Papiamento,,12.48485,-69.93988,papi1253,,239,5.476463551931511
pale1260,Palenquero,,10.3881,-75.2949,pale1260,,211,5.351858133476067
hait1244,Haitian,,18.795135,-72.136115,hait1244,,409,6.013715156042802
guad1242,Guadeloupe-Martinique Creole French,,16.304875,-61.405914,guad1242,,230,5.438079308923196
guia1246,Guianese Creole French,,4.94804,-52.7336,guia1246,,129,4.859812404361672
loui1240,Louisiana Creole French,,30.0412,-90.7475,loui1240,,417,6.0330862217988015
sese1246,Seselwa Creole French,,-4.62314,55.4503,sese1246,,241,5.484796933490655
tayo1238,Tayo,,-22.2277,166.546,tayo1238,,172,5.147494476813453
fana1235,Fanagalo,,-25.384842,27.1400833333,fana1235,,131,4.875197323201151
piti1243,Piti,,10.1361,8.47037,piti1243,,233,5.4510384535657
suda1237,South Sudanese Creole Arabic,,5.654,28.774,suda1237,,238,5.472270673671475
kjac1234,Chinese Pidgin Russian,,,,kjac1234,,164,5.099866427824199
sril1245,Sri Lanka Malay,,6.91603,79.864,sril1245,,145,4.976733742420574
saba1263,Sabah Malay,,4.64808,117.024,saba1263,,240,5.480638923341991
ambo1255,Ambon Malay,,,,ambo1255,,148,4.997212273764115
yima1244,Yimas-Arafundi-Pidgin,,-4.883724,143.673827,yima1244,,78,4.356708826689592
pidg1251,Pidgin Hindustani,,-18.11203,178.45413,pidg1251,,82,4.406719247264253
pidg1249,Pidgin Hawaiian,,,,pidg1249,,206,5.327876168789581
guri1249,Gurindji Kriol,,-17.4484,130.833,guri1249,,177,5.176149732573829
medi1245,Media Lengua,,-1.04518,-78.5392,medi1245,,124,4.820281565605037
chin1272,Creolized Grand Ronde Chinook Jargon,,55.0,-125.0,chin1272,,193,5.262690188904886
mich1243,Heritage Michif,,49.1681,-99.9119,mich1243,,297,5.6937321388027
eski1266,Herschel Island Eskimo Trade Jargon,,70.11,-152.01,eski1266,,81,4.394449154672439
kara1462,Taiga Sayan Turkic,,53.7145,98.3792,kara1462,,7,1.9459101490553132
ludi1246,Ludian,,61.853,33.7346,ludi1246,,71,4.2626798770413155
moks1248,Moksha,,54.1855,42.6728,moks1248,,77,4.343805421853684
nucl1347,Wolof,,15.2534,-15.383,nucl1347,,80,4.382026634673881
shon1251,Shona,,-17.20849,29.75725,shon1251,,18,2.8903717578961645
podo1243,Podoko,,,,podo1243,,6,1.791759469228055
soni1259,Soninke,,13.1273,-11.7178,soni1259,,16,2.772588722239781
east2295,Eastern Yiddish,,51.75,19.42,east2295,,8,2.0794415416798357
copa1239,Copainalá Zoque,,,,copa1239,,5,1.6094379124341003
plat1254,Plateau Malagasy,,-19.5907,47.1211,plat1254,,12,2.4849066497880004
tach1250,Tachelhit,,29.7854,-7.77879,tach1250,,11,2.3978952727983707
riau1236,Riau Indonesian,,,,riau1236,,6,1.791759469228055
kash1277,Kashmiri,,34.166825,74.330455,kash1277,,49,3.8918202981106265
telu1262,Telugu,,16.4529,78.7024,telu1262,,13,2.5649493574615367
anci1242,Ionic-Attic Ancient Greek,,39.8155,21.9129,anci1242,,65,4.174387269895637
tara1323,Tarascan,,,,tara1323,,5,1.6094379124341003
arab1395,Arabic,,,,arab1395,,212,5.356586274672012
gree1276,Greek,,,,gree1276,,542,6.295266001439646
clas1250,Classical Nahuatl,,19.72,-96.97,clas1250,,7,1.9459101490553132
guja1252,Gujarati,,22.687,71.0962,guja1252,,15,2.70805020110221
stan1289,Catalan,,41.453,1.569,stan1289,,88,4.477336814478207
west2454,Western Niger Fulfulde,,14.2471,-0.52004,west2454,,13,2.5649493574615367
west2721,West Central Oromo,,8.81391,36.7365,west2721,,11,2.3978952727983707
sanm1296,San Miguel Chalcatongo,,17.03226,-97.57074,sanm1296,,5,1.6094379124341003
aher1237,Aheri Gondi,,19.4163,80.0058,aher1237,,6,1.791759469228055
tzot1259,Tzotzil,,16.6362,-92.7388,tzot1259,,36,3.58351893845611
lati1261,Latin,,41.9026,12.4502,lati1261,,72,4.276666119016055
bret1244,Breton,,48.2452,-3.78934,bret1244,,11,2.3978952727983707
toto1252,Totonac,,,,toto1252,,7,1.9459101490553132
mitl1236,Mitla Zapotec,,16.86849,-96.29434,mitl1236,,7,1.9459101490553132
cane1243,Canela-Krahô,,,,cane1243,,4,1.3862943611198906
roma1327,Romanian,,46.3913,24.2256,roma1327,,154,5.0369526024136295
vlaa1240,Western Flemish,,51.0754,3.11345,vlaa1240,,44,3.784189633918261
cavi1250,Cavineña,,-13.3544,-66.6277,cavi1250,,19,2.9444389791664403
nene1249,Tundra Nenets,,66.1775,71.0234,nene1249,,34,3.5263605246161616
sand1273,Sandawe,,-5.26918,35.4808,sand1273,,2,0.6931471805599453
muru1274,Murui Huitoto,,-1.13669,-73.8331,muru1274,,5,1.6094379124341003
movi1243,Movima,,-13.8115,-65.6348,movi1243,,8,2.0794415416798357
niva1238,Nivaclé,,-22.8557,-61.7606,niva1238,,1,0.0
ilok1237,Iloko,,15.9361,120.993,ilok1237,,1,0.0
wara1300,Waray (Philippines),,11.4911,125.012,wara1300,,1,0.0
kwaz1243,Kwaza,,-11.6667,-61.1833,kwaz1243,,68,4.219507705176107
east2556,Eastern Highland Otomi,,20.5991,-98.0978,east2556,,1,0.0
japh1234,Japhug,,32.1,102.36,japh1234,,3534,8.170185652879642
west2618,Western Canadian Inuktitut,,64.3486,-96.148,west2618,,1,0.0
even1260,Even,,70.6687,130.914,even1260,,23,3.1354942159291497
kham1286,Kham,,,,kham1286,,16,2.772588722239781
lyel1241,Lyélé,,12.4305,-2.59229,lyel1241,,11,2.3978952727983707
leti1245,Leti (Cameroon),,4.57457,11.405,leti1245,,6,1.791759469228055
nort2954,Northern Paiute,,40.0799,-119.536,nort2954,,10,2.302585092994046
qian1264,Qiang,,,,qian1264,,10,2.302585092994046
wapp1239,Wappo,,38.25,-122.5,wapp1239,,28,3.332204510175204
nngg1234,N||ng,,-29.70543,19.08408,nngg1234,,6,1.791759469228055
fonn1241,Fon,,7.15484,1.66495,fonn1241,,42,3.7376696182833684
east2773,Eastern Newari,,27.576985,86.033964,east2773,,6,1.791759469228055
halk1245,Halkomelem,,49.250402,-122.443668,halk1245,,23,3.1354942159291497
oriy1255,Odia,,21.0,85.0,oriy1255,,12,2.4849066497880004
soch1239,Sochiapam Chinantec,,17.7985,-96.6079,soch1239,,13,2.5649493574615367
cash1254,Cashinahua,,-9.72027,-71.1733,cash1254,,10,2.302585092994046
olut1240,Oluta Popoluca,,17.8937,-94.8863,olut1240,,24,3.1780538303479458
yalu1240,Yalunka,,9.97186,-11.2836,yalu1240,,13,2.5649493574615367
lazz1240,Laz,,41.5004,41.9096,lazz1240,,15,2.70805020110221
huic1243,Huichol,,21.954,-104.062,huic1243,,4,1.3862943611198906
gaga1251,Gaagudju,,-12.5176,132.643,gaga1251,,9,2.1972245773362196
emai1242,Emai,,,,emai1242,,18,2.8903717578961645
saha1240,Sahaptin,,,,saha1240,,17,2.833213344056216
puma1239,Puma,,27.0774,86.838,puma1239,,5,1.6094379124341003
swat1243,Swati,,-26.0,31.5,swat1243,,4,1.3862943611198906
seri1257,Seri,,28.9877,-112.384,seri1257,,12,2.4849066497880004
sout2961,Southern Tiwa,,34.7873,-106.661,sout2961,,10,2.302585092994046
jara1245,Jarawa (India),,11.6089,92.658,jara1245,,3,1.0986122886681098
tehu1242,Tehuelche,,-47.5796,-68.3235,tehu1242,,6,1.791759469228055
teop1238,Teop,,-5.67474,154.971,teop1238,,12,2.4849066497880004
arak1252,Araki,,-15.632997,166.952542,arak1252,,6,1.791759469228055
khoe1242,Khoekhoe,,,,khoe1242,,4,1.3862943611198906
djin1251,Jingulu,,-17.165,133.659,djin1251,,25,3.2188758248682006
itel1242,West Itelmen,,56.046173,156.30704,itel1242,,13,2.5649493574615367
vafs1240,Vafsi,,34.5309,50.0013,vafs1240,,15,2.70805020110221
trio1238,Trió,,2.53616,-55.7599,trio1238,,14,2.6390573296152584
crow1244,Crow,,45.368,-107.874,crow1244,,26,3.258096538021482
nort2966,Northern Pomo,,39.1084,-123.209,nort2966,,11,2.3978952727983707
kamb1299,Kambera,,-9.88447,120.235,kamb1299,,14,2.6390573296152584
hupa1240,Hupa,,,,hupa1240,,10,2.302585092994046
yura1255,Yuracaré,,-16.7479,-65.1224,yura1255,,17,2.833213344056216
mian1256,Mian,,-4.70881,141.523,mian1256,,13,2.5649493574615367
subt1250,Subtiaba,,12.4667,-86.9166,subt1250,,23,3.1354942159291497
tima1241,Tima,,11.7176,29.1632,tima1241,,58,4.060443010546419
teiw1235,Teiwa,,-8.37662,124.174,teiw1235,,236,5.4638318050256105
zarm1239,Zarma,,12.8554,2.41173,zarm1239,,4,1.3862943611198906
baul1240,Baule,,,,baul1240,,21,3.044522437723423
iton1250,Itonama,,-12.80431,-64.35748,iton1250,,17,2.833213344056216
indo1317,Indonesian Bajau,,-3.68664,122.253,indo1317,,12,2.4849066497880004
jami1236,Jaminjung,,,,jami1236,,15,2.70805020110221
chhi1245,Chintang,,26.961,87.1899,chhi1245,,31,3.4339872044851463
donn1239,Donno So Dogon,,14.34019,-3.51468,donn1239,,10,2.302585092994046
khva1239,Khwarshi-Inkhoqwari,,42.2743,45.9977,khva1239,,34,3.5263605246161616
akaw1241,Akawaio,,,,akaw1241,,1,0.0
akha1245,Akha,,21.2309,100.964,akha1245,,1,0.0
lala1268,Lala,,-8.93195,146.749,lala1268,,1,0.0
east2443,East Ambae,,-15.3523,167.89,east2443,,1,0.0
nung1282,Nung (Myanmar),,27.2887,98.7333,nung1282,,1,0.0
arop1243,Arop-Lokep,,-5.31671,147.103,arop1243,,1,0.0
east2379,Eastern Arrernte,,-23.3583,135.046,east2379,,2,0.6931471805599453
badi1246,Badimaya,,-29.0647,117.246,badi1246,,1,0.0
baka1272,Baka (Cameroon),,2.16013,13.7804,baka1272,,1,0.0
bare1276,Baré,,1.91649,-66.828,bare1276,,1,0.0
bauz1241,Bauzi,,-2.44717,137.629,bauz1241,,1,0.0
bert1248,Berta,,10.6474,34.7042,bert1248,,1,0.0
bhoj1244,Bhojpuri,,26.458455,84.817115,bhoj1244,,3,1.0986122886681098
biri1256,Biri,,-20.1494,146.67,biri1256,,1,0.0
bisu1244,Bisu,,20.8542,99.9862,bisu1244,,1,0.0
tiey1235,Tiéyaxo Bozo,,14.1223,-5.08609,tiey1235,,2,0.6931471805599453
brok1247,Brokskat,,34.5308,76.6026,brok1247,,2,0.6931471805599453
tean1237,Teanu,,-11.6752,166.868,tean1237,,1,0.0
byan1241,Byangsi,,29.92002,80.63653,byan1241,,2,0.6931471805599453
choc1276,Choctaw,,32.25,-88.5,choc1276,,8,2.0794415416798357
nsen1242,Nsenga,,-15.3946,31.3544,nsen1242,,1,0.0
daas1238,Daasanach,,4.58879,35.9888,daas1238,,2,0.6931471805599453
dhar1248,Dharumbal,,-23.307,150.593,dhar1248,,1,0.0
dhiv1236,Dhivehi,,1.928498,73.54433,dhiv1236,,2,0.6931471805599453
jaru1254,Jaru,,-18.3288,128.262,jaru1254,,2,0.6931471805599453
dogo1299,Dogon,,,,dogo1299,,2,0.6931471805599453
gaww1239,Ale-Gawwada,,5.37869,37.2737,gaww1239,,2,0.6931471805599453
efik1245,Efik,,4.89379,8.38121,efik1245,,6,1.791759469228055
siee1239,Sie,,-18.8181,169.166,siee1239,,5,1.6094379124341003
gamo1243,Gamo,,6.27645,37.23808,gamo1243,,14,2.6390573296152584
gapa1238,Gapapaiwa,,-9.73317,149.854,gapa1238,,1,0.0
kiku1240,Kikuyu,,-0.29005,36.719,kiku1240,,9,2.1972245773362196
gola1255,Gola,,7.06193,-10.8138,gola1255,,2,0.6931471805599453
gudu1252,Guduf-Gava,,11.1057,13.7893,gudu1252,,1,0.0
kumb1268,Kumbainggar,,-29.8189,152.913,kumb1268,,2,0.6931471805599453
hdii1240,Hdi,,10.942,13.6881,hdii1240,,3,1.0986122886681098
hmar1241,Hmar,,24.7534,93.5497,hmar1241,,2,0.6931471805599453
hoav1238,Hoava,,-8.19679,157.595,hoav1238,,4,1.3862943611198906
sang1333,Sangu (Gabon),,-1.52694,11.9098,sang1333,,1,0.0
yabe1254,Yabem,,-6.67052,147.81,yabe1254,,1,0.0
jeri1242,Jeli,,9.3957,-5.66717,jeri1242,,1,0.0
jing1260,Jingpho,,,,jing1260,,1,0.0
kala1377,Kala Lagaw Ya,,-10.6748,142.196,kala1377,,1,0.0
kama1373,Kamayurá,,-12.2661,-53.4651,kama1373,,1,0.0
qima1242,Qimant,,12.8119,37.0542,qima1242,,3,1.0986122886681098
klam1254,Klamath-Modoc,,42.5861,-121.704,klam1254,,1,0.0
koda1255,Kodava,,12.2443,75.9161,koda1255,,1,0.0
kwai1243,Kwaio,,-8.93744,160.965,kwai1243,,4,1.3862943611198906
nucl1327,Limilngan,,-12.4294,131.845,nucl1327,,1,0.0
lisu1250,Lisu,,26.91,98.94,lisu1250,,1,0.0
lund1266,Lunda,,-11.1793,23.8662,lund1266,,2,0.6931471805599453
nucl1460,Madurese,,-7.0,113.0,nucl1460,,14,2.6390573296152584
maip1246,Maipure,,4.8,-67.5,maip1246,,1,0.0
mait1250,Maithili,,26.3817,86.2211,mait1250,,5,1.6094379124341003
mamm1241,Mam,,14.8034,-91.7231,mamm1241,,4,1.3862943611198906
marq1246,Marquesan,,,,marq1246,,3,1.0986122886681098
mati1255,Matís,,-4.3553,-70.2079,mati1255,,2,0.6931471805599453
mats1244,Matsés,,-5.73914,-72.6281,mats1244,,1,0.0
mbab1239,Mbabaram,,-20.1389,143.438,mbab1239,,1,0.0
mbay1241,Mbay,,8.23066,15.7328,mbay1241,,2,0.6931471805599453
mend1266,Mende (Sierra Leone),,7.90935,-10.9926,mend1266,,5,1.6094379124341003
nucl1458,Monumbo,,-4.2717,144.95,nucl1458,,2,0.6931471805599453
mose1249,Mosetén-Chimané,,-14.64448,-67.83756,mose1249,,20,2.995732273553991
mund1325,Mundang,,9.83195,14.4751,mund1325,,5,1.6094379124341003
muss1248,Mussau,,,,muss1248,,1,0.0
naba1256,Nabak,,-6.42709,146.966,naba1256,,8,2.0794415416798357
sout2994,Southern Nambikuára,,-14.3707,-59.5187,sout2994,,1,0.0
sout2808,Sumayela Ndebele,,-25.6272,29.048,sout2808,,79,4.3694478524670215
djee1236,Djeebbana,,-12.0133,134.097,djee1236,,2,0.6931471805599453
ngas1238,Ngasa,,-2.97716,37.528,ngas1238,,1,0.0
nuuc1236,Nuu-chah-nulth,,49.67,-126.67,nuuc1236,,1,0.0
toho1245,Tohono O'odham,,31.7973,-111.995,toho1245,,1,0.0
